ARREST LOCATION,Formatted,lat,lon
FRUITDALE AV / CORLISTA DR,"Fruitdale Ave & Corlista Dr, San Jose, CA 95128, USA",37.3107531,-121.9184202
COYOTE CREEK/LA RAGIONE,"Coyote Creek, California, USA",37.39185644190021,-121.9301800419766
900 BLOCK FRANQUETTE AV,"900 Franquette Ave, San Jose, CA 95125, USA",37.2909074,-121.8868708
WILLOW ST/GRAHAM AVE,"Willow St & Graham Ave, San Jose, CA 95110, USA",37.3189976,-121.8821163
400 BLOCK LYNDALE AV,"400 Lyndale Ave, San Jose, CA 95127, USA",37.3590574,-121.825279
1800 BLOCK CAMPBELL AV,"1800 Campbell Ave, San Jose, CA 95125, USA",37.2867265,-121.9180792
STOKES ST / RHODESIA WY,"Stokes St & Rhodesia Way, San Jose, CA 95126, USA",37.3021463,-121.9197233
WILLIAM CT / WILLIAM ST,"E William Ct & E William St, San Jose, CA 95116, USA",37.3414123,-121.8622732
5800 BLOCK COMANCHE DR,"5800 Comanche Dr, San Jose, CA 95123, USA",37.2454482,-121.8350065
1500 BLOCK CLARITA AV,"1500 Clarita Ave, San Jose, CA 95130, USA",37.2969436,-121.9710772
700 BLOCK GRIDLEY ST,"700 Gridley St, San Jose, CA 95127, USA",37.3847989,-121.8362639
100 BLOCK RIVER OAKS PY,"100 River Oaks Pkwy, San Jose, CA 95134, USA",37.4020094,-121.9393414
COYOTE CREEK/RAGEONE,"Coyote Creek, California, USA",37.39185644190021,-121.9301800419766
AUTUMN / COLEMAN,"Autumn Pkwy & Coleman Ave, San Jose, CA 95110, USA",37.34087950000001,-121.9035644
DOWNING AV / WAINWRIGHT DR,"Wainwright Dr & Downing Ave, San Jose, CA 95128, USA",37.3051985,-121.9344409
700 BLOCK MODERN ICE DR,"700 Modern Ice Dr, San Jose, CA 95112, USA",37.361934,-121.889783
OAKWOOD AV / CAMDEN AV,"Camden Ave, San Jose, CA, USA",37.2395364,-121.9034296
3700 BLOCK BLOSSOMVIEW DR,"3700 Blossomview Dr, San Jose, CA 95118, USA",37.2662736,-121.8940434
1500 BLOCK SANTA MARIA AV,"1500 Santa Maria Ave, San Jose, CA 95125, USA",37.2999787,-121.9097272
SAN IGNACIO/ BERNAL,"San Ignacio Ave & Bernal Rd, San Jose, CA 95119, USA",37.2326407,-121.7721442
1400 BLOCK RICHARDS AV,"1400 Richards Ave, San Jose, CA 95125, USA",37.2982553,-121.9054281
700 BLOCK CANOAS CREEK CL,"700 Canoas Creek Cir, San Jose, CA 95136, USA",37.2811246,-121.869403
1700 BLOCK MOORPARK AV,"1700 Moorpark Ave, San Jose, CA 95128, USA",37.3164356,-121.9228621
100 BLOCK AGUACATE CT,"100 Aguacate Ct, San Jose, CA 95116, USA",37.35987780000001,-121.849933
3300 BLOCK LANTERN WY,"3300 Lantern Way, San Jose, CA 95111, USA",37.2946845,-121.8274165
SPECIALE WY / ALMADEN RD,"Almaden Rd & Speciale Way, San Jose, CA 95125, USA",37.2786926,-121.8806291
MURPHY/OLIVE,,,
1900 BLOCK MCBAIN AV,"1900 McBain Ave, San Jose, CA 95125, USA",37.2891758,-121.9208663
1000 BLOCK PATRICIA WY,"1000 Patricia Way, San Jose, CA 95125, USA",37.3102965,-121.9003273
2300 BLOCK GLENDENNING AV,"2300 Glendenning Ave, Santa Clara, CA 95050, USA",37.33067740000001,-121.9553384
3600 BLOCK ADLER CT,"3600 Adler Ct, San Jose, CA 95111, USA",37.2862679,-121.8298355
BLACKFOOT CT / BLOSSOM AV,"Blossom Ave & Blackfoot Ct, San Jose, CA 95123, USA",37.2378104,-121.8396767
6800 BLOCK SANTA TERESA BL,"6800 Santa Teresa Blvd, San Jose, CA 95119, USA",37.2310116,-121.7822723
600 BLOCK HARRISON TR,"600 Harrison St, Santa Clara, CA 95050, USA",37.354493,-121.9413336
INTERNATIONAL CL / LISKA LN,"Liska Ln & International Cir, San Jose, CA 95119, USA",37.23975009999999,-121.7993643
STARVIEW DR / WOODARD RD,"Woodard Rd & Starview Dr, San Jose, CA 95124, USA",37.2602145,-121.9453089
1600 BLOCK BEL AIR AV,"1600 Bel Air Ave, San Jose, CA 95126, USA",37.3354904,-121.9315733
200 BLOCK FOREST AVE,"Forest Ave, California, USA",37.3269606,-121.9462052
TAYLOR ST / HWY 87,,,
TULLY / COYOTE CREEK,"Coyote Creek Trail & Tully Rd, San Jose, CA 95121, USA",37.3113226,-121.8423568
TUERS RD/STONEGATE,"Tuers Rd, San Jose, CA, USA",37.2984256,-121.8227796
1300 BLOCK N 18TH ST,"1300 N 18th St, San Jose, CA 95112, USA",37.3614651,-121.8862411
7200 BLOCK VIA MARIA,"7200 Vía Maria, San Jose, CA 95139, USA",37.2292291,-121.7670428
16000 BLOCK CATALINA DR,"Catalina Dr, San Jose, CA 95129, USA",37.3046527,-121.9844087
GRANDSTAND WY / MIDWAY,"Midway & Grandstand Way, San Jose, CA 95111, USA",37.2968495,-121.8456973
CLASSICO AV / FOWLER RD,"Classico Ave & Fowler Rd, San Jose, CA 95135, USA",37.3109726,-121.7793393
GRIDLEY ST / GRIDLEY CT,"Gridley St & Gridley Ct, San Jose, CA 95127, USA",37.379173,-121.8324127
100 BLOCK ARROYO WY,"100 Arroyo Way, San Jose, CA 95112, USA",37.3420903,-121.8728778
1800 BLOCK SILK WOOD LN,"1800 Silk Wood Ln, San Jose, CA 95131, USA",37.3902417,-121.9026919
1400 BLOCK VIA CANCION,"1400 Vía Cancion, San Jose, CA 95128, USA",37.2963393,-121.9354857
2800 BLOCK HEMLOCK AV,"2800 Hemlock Ave, San Jose, CA 95128, USA",37.3212462,-121.9435558
1400 BLOCK BOB WHITE PL,"1400 Bob White Pl, San Jose, CA 95131, USA",37.3836196,-121.8781671
1500 BLOCK E HAMILTON AVE,"THE HAMILTON-LEIGH BUILDING, 1500 E Hamilton Ave, Campbell, CA 95008, USA",37.2935978,-121.9230443
GARDENDALE DR / PEMBRIDGE DR,"Gardendale Dr & Pembridge Dr, San Jose, CA 95118, USA",37.271,-121.8819944
800 BLOCK BLOSSOM HILL,"800 Blossom Hill Rd, San Jose, CA 95123, USA",37.250255,-121.8529068
12500 BLOCK BRUCEVILLE RD,,,
MCKAY DR / LUNDY AV,"McKay Dr & Lundy Ave, San Jose, CA 95131, USA",37.3917057,-121.8898379
HW 280 / HW 85,"CA-85, San Jose, CA, USA",37.2507904,-121.904758
3500 BLOCK KLAUS DR,"3500 Klaus Dr, San Jose, CA 95121, USA",37.3111569,-121.8002181
SANDPEBBLE DR / AVOCA WY,"Sandpebble Dr & Avoca Way, San Jose, CA 95136, USA",37.2788653,-121.8554156
600 BLOCK UNION AV,"600 Union Ave, Campbell, CA 95008, USA",37.2777447,-121.9351603
SILVER CREEK RD / COLT WY,"Colt Way & Silver Creek Rd, San Jose, CA 95121, USA",37.3030901,-121.807147
5000 BLOCK DEREK DR,"5000 Derek Dr, San Jose, CA 95136, USA",37.2618005,-121.8264053
1200 BLOCK NISICH CT,"Nisich Ct, San Jose, CA 95122, USA",37.3171712,-121.8342234
7100 BLOCK GOLDEN GATE DR,"7100 Golden Gate Dr, San Jose, CA 95129, USA",37.3050654,-122.0285129
2100 BLOCK W HEDDING ST,"2100 W Hedding St, San Jose, CA 95128, USA",37.3303835,-121.9370926
ALLENWOOD DR / ALLENWOOD CT,"Allenwood Ct & Allenwood Dr, San Jose, CA 95148, USA",37.3267081,-121.7948968
GATEVIEW DR/MOSSDALE WY,"Mossdale Way & Gateview Dr, San Jose, CA 95133, USA",37.3789455,-121.8595905
SOUTHWOOD DR / MCKINNON DR,"McKinnon Dr & Southwood Dr, San Jose, CA 95070, USA",37.2986022,-121.9824881
MONTPILIER/JACKSON,"N Jackson Ave & Montpelier Dr, San Jose, CA 95116, USA",37.3642239,-121.8490616
STORY RD/HY 280,"Story Rd, San Jose, CA, USA",37.3460141,-121.8342367
GRIDLEY CT / GRIDLEY ST,"Gridley St & Gridley Ct, San Jose, CA 95127, USA",37.379173,-121.8324127
2900 BLOCK REECE WY,"2900 Reece Way, San Jose, CA 95133, USA",37.3830213,-121.8465293
400 BLOCK SAUTNER DR,"400 Sautner Dr, San Jose, CA 95123, USA",37.2311647,-121.8077644
GREAT OAKS BL / LAS COLINAS LN,"Las Colinas Ln & Great Oaks Blvd, San Jose, CA 95119, USA",37.239392,-121.7764602
7000 BLOCK CYPRESS POINT CT,"7000 Cypress Point Ct, San Jose, CA 95139, USA",37.2254515,-121.775991
4000 BLOCK BISCOTTI PL,"4000 Biscotti Pl, San Jose, CA 95134, USA",37.4152577,-121.9566819
CAMDEN AV / CANTO DR,"Canto Dr & Camden Ave, San Jose, CA 95124, USA",37.2478227,-121.9091852
EASTON DR / EASTON PL,"Easton Dr & Easton Pl, San Jose, CA 95133, USA",37.3737273,-121.8507356
EWER DR / CAMDEN AV,"Ewer Dr & Camden Ave, San Jose, CA 95124, USA",37.2561767,-121.9151198
5700 BLOCK BARNSWELL WY,"5700 Barnswell Way, San Jose, CA 95138, USA",37.2512542,-121.7907589
HWY 33 / W 1ST ST,"33 N First St, San Jose, CA 95113, USA",37.3366437,-121.8911649
1000 BLOCK W JULIAN ST,"1000 W Julian St, San Jose, CA 95126, USA",37.3334389,-121.9107433
5600 BLOCK PARK CREST DR,"5600 Park Crest Dr, San Jose, CA 95118, USA",37.2377327,-121.8990115
400 BLOCK S 13TH ST,"400 S 13th St, San Jose, CA 95112, USA",37.3359096,-121.873183
STOKES ST / CARNOT DR,"Carnot Dr & Stokes St, San Jose, CA 95126, USA",37.3029249,-121.9190434
600 BLOCK SYLVANDALE AV,"600 Sylvandale Ave, San Jose, CA 95111, USA",37.28775,-121.827804
SARATOGA/280,"280 Saratoga Ave, Santa Clara, CA 95050, USA",37.3292694,-121.9649984
ST ELIZABETH / STOKES,"Stokes St & St Elizabeth Dr, San Jose, CA 95126, USA",37.3042097,-121.917205
ALESSANDRO DR / ABORN RD,"Aborn Rd & Alessandro Dr, San Jose, CA 95135, USA",37.3157506,-121.7794816
TEMPLE DR / UNDERWOOD DR,"Temple Dr & Underwood Dr, San Jose, CA 95117, USA",37.30986499999999,-121.9692201
THE ALAMEDA / WHITE ST,"The Alameda & White St, San Jose, CA 95126, USA",37.3318161,-121.9038195
1200 BLOCK S MILPITAS BL,"1200 S Milpitas Blvd, Milpitas, CA 95035, USA",37.416311,-121.8878548
3200 BLOCK MERIDIAN AV,"3200 Meridian Ave, San Jose, CA 95124, USA",37.26865129999999,-121.9046062
3300 BLOCK NORWOOD AV,"3300 Norwood Ave, San Jose, CA 95148, USA",37.3308216,-121.787399
ROCK AV / SILK WOOD LN,"Silk Wood Ln & Rock Ave, San Jose, CA 95131, USA",37.3922888,-121.9046526
200 BLOCK E CAMPBELL AV,"200 E Campbell Ave, Campbell, CA 95008, USA",37.2868705,-121.9464336
2600 BLOCK NUESTRO CASTILLO CT,"2600 Nuestra Castillo Ct, San Jose, CA 95116, USA",37.3570842,-121.8326861
500 BLOCK SHADOW DANCE DR,"500 Shadow Dance Dr, San Jose, CA 95110, USA",37.308276,-121.8807275
100 BLOCK MALLOTT DR,"Malott Dr, San Jose, CA 95121, USA",37.308476,-121.8320408
700 BLOCK ALMERIA DR,"700 Almeria Dr, San Jose, CA 95123, USA",37.240344,-121.8502477
100 BLOCK NOYO DR,"100 Noyo Dr, San Jose, CA 95123, USA",37.2464,-121.8082188
BURDICK WY / QUIMBY RD,"Quimby Rd & Burdick Way, San Jose, CA 95148, USA",37.32557389999999,-121.8001509
COYOTE RD / SCARLETT WY,"Coyote Rd & Scarlett Way, San Jose, CA 95111, USA",37.2754345,-121.8003249
800 BLOCK BLOSSOMHILL RD,"800 Blossom Hill Rd, San Jose, CA 95123, USA",37.250255,-121.8529068
1200 BLOCK CAMINO RAMON,"1200 Camino Ramon, San Jose, CA 95125, USA",37.3035113,-121.9071957
400 BLOCK BELMONT WY,"400 Belmont Way, San Jose, CA 95125, USA",37.3104568,-121.8867679
GREAT OAKS PKWY/CHARLOTTE DR,"Great Oaks Pkwy & Charlotte Dr, San Jose, CA 95123, USA",37.2515626,-121.8016182
300 BLOCK SILION VALLEY BL,"300 Silicon Valley Blvd, San Jose, CA 95138, USA",37.2468773,-121.7728022
KELLY PARK/ BEVIN BROOK,"799 Phelan Ave, San Jose, CA 95112, USA",37.3206903,-121.855525
600 BLOCK HARRISBURG PL,"600 Harrisburg Pl, San Jose, CA 95133, USA",37.3768896,-121.8479389
BEN LOMAND/ LOCHNESS,"Loch Ness Way & Ben Lomond Way, San Jose, CA 95121, USA",37.3066678,-121.8062715
PARK AVE / HWY 87,"87 Park Ave, San Jose, CA 95113, USA",37.3321057,-121.8900581
800 BLOCK WHITEFIR LN,"800 Whitefir Ln, San Jose, CA 95133, USA",37.3766221,-121.8589235
800 BLOCK STATE ST,"800 State St, San Jose, CA 95110, USA",37.3229869,-121.8831964
6000 BLOCK MONTEREY,,,
1200 BLOCK GLEN DELL DR,"1200 Glen Dell Dr, San Jose, CA 95125, USA",37.3019764,-121.9043638
5200 BLOCK LEESA ANN CT,"5200 Leesa Ann Ct, San Jose, CA 95124, USA",37.2433602,-121.9098391
S MONTGOMERY ST / S AUTUMN ST,"S Montgomery St, San Jose, CA, USA",37.329188,-121.9010384
SAN SIMEON WY / SANTA ROSA DR,"Santa Rosa Dr & San Simeon Way, San Jose, CA 95111, USA",37.2788392,-121.8296801
2800 BLOCK AETNA WY,"2800 Aetna Way, San Jose, CA 95121, USA",37.3077219,-121.825768
HWY 85/CAMDEN AV,,,
4100 BLOCK ROSENBAUM AV,"4100 Rosenbaum Ave, San Jose, CA 95136, USA",37.2738578,-121.8443438
GOLF RD / WHITE RD,"S White Rd, San Jose, CA, USA",37.3420626,-121.8065273
NEEDLES/ROCK SPRINGS,"Rockspring, San Jose, CA 95112, USA",37.318047,-121.8573285
MENKER AV / PARKMOOR AV,"Menker Ave & Parkmoor Ave, San Jose, CA 95128, USA",37.3172198,-121.9216355
500 BLOCK FISK AV,"500 Fisk Ave, San Jose, CA 95125, USA",37.3145456,-121.8959854
3000 BLOCK MILLBROOK DR,"3000 Millbrook Dr, San Jose, CA 95148, USA",37.3240397,-121.788925
MT ISABEL DR / SULPHUR SPRING CT,"Mt Isabel Dr & Sulphur Spring Ct, San Jose, CA 95148, USA",37.3209014,-121.7854604
GOLF DR / LINDA FLORA ST,"Linda Flora St & Golf Dr, San Jose, CA 95127, USA",37.3869432,-121.8313675
1800 BLOCK SUNNYHILLS CT,"1800 Sunnyhills Ct, Milpitas, CA 95035, USA",37.4582177,-121.9093064
700 BLOCK TRAMWAY DR,"700 Tramway Dr, Milpitas, CA 95035, USA",37.4425387,-121.8956663
WELLINGTON PARK DR / BIRMINGHAM DR,"Birmingham Dr & Wellington Park Dr, San Jose, CA 95136, USA",37.261825,-121.8470181
FOOTHILL DR / COLEMAN RD,"Foothill Dr & Coleman Rd, San Jose, CA 95123, USA",37.2416085,-121.8624171
1700 BLOCK CHIPLAY DR,"1700 Chiplay Dr, San Jose, CA 95122, USA",37.3360443,-121.83588
TULLY RD/COYOTE CREEK,"Coyote Creek Trail & Tully Rd, San Jose, CA 95121, USA",37.3113226,-121.8423568
COY CREEK/LA RAGIONE,"La Ragione Ave, San Jose, CA 95111, USA",37.3087565,-121.8437544
600 BLOCK COAKLEY DR,"600 Coakley Dr, San Jose, CA 95117, USA",37.3159655,-121.9630065
COLLEGE DR / LEIGH AV,"College Dr & Leigh Ave, San Jose, CA 95128, USA",37.3078283,-121.9221057
00 BLOCK HOLWER WAY,"Holger Way, San Jose, CA 95134, USA",37.4190233,-121.9459508
RIO CHICO DR / SAN YSIDRO WY,"San Ysidro Way & Rio Chico Dr, San Jose, CA 95111, USA",37.2810117,-121.8306411
SANTA ROSA DR / MIRA LOMA WY,"Santa Rosa Dr & Mira Loma Way, San Jose, CA 95111, USA",37.278841,-121.8287882
3300 BLOCK KIMBER CT,"3300 Kimber Ct, San Jose, CA 95124, USA",37.2650144,-121.9199381
1200 BLOCK NAGLEE AV,"1200 Naglee Ave, San Jose, CA 95126, USA",37.3364821,-121.9207957
400 BLOCK STORY RD,"400 Story Rd, San Jose, CA 95122, USA",37.3283108,-121.8600495
2200 BLOCK STARBRIGHT DR,"2200 Starbright Dr, San Jose, CA 95124, USA",37.259455,-121.940511
12400 BLOCK BRUCEVILLE RD,,,
LOS GATOS CREEK TRAIL/ MERIDIAN,"Los Gatos Creek Trail & Meridian Ave, San Jose, CA 95126, USA",37.3072262,-121.9136642
5300 BLOCK BORNEO CL,"5300 Borneo Cir, San Jose, CA 95123, USA",37.2554784,-121.8286021
5000 BLOCK LENELLE CT,"5000 Lenelle Ct, San Jose, CA 95118, USA",37.2490708,-121.9062768
6000 BLOCK TERRIER CT,"6000 Terrier Ct, San Jose, CA 95123, USA",37.2377681,-121.812231
SAN SABA DR / FLINT AV,"Flint Ave & San Saba Dr, San Jose, CA 95148, USA",37.3345834,-121.790734
CHERRY AV / MADRONA AV,"Madrona Ave & Cherry Ave, San Jose, CA 95125, USA",37.2874833,-121.8987938
E SAN FERANDO ST/NB 87,"87 E San Fernando St, San Jose, CA 95113, USA",37.3353807,-121.887637
2700 BLOCK MIGNON DR,"2700 Mignon Dr, San Jose, CA 95132, USA",37.3988643,-121.8708706
E SAN ANTONIO ST/HW 101,"E San Antonio St, San Jose, CA, USA",37.3466673,-121.8594515
500 BLOCK RIVER VIEW DR,"500 River View Dr, San Jose, CA 95111, USA",37.2755553,-121.8166044
E CAMPBELL AV / S BASCOM AV,"S Bascom Ave & E Campbell Ave, Campbell, CA 95008, USA",37.2870847,-121.9315962
KAUAI DR / SYLVANDALE AV,"Kauai Dr & Sylvandale Ave, San Jose, CA 95111, USA",37.2880644,-121.8215141
3100 BLOCK FALLS CREEK DR,"3100 Falls Creek Dr, San Jose, CA 95135, USA",37.3036222,-121.7718658
5900 BLOCK PORTO ALEGRE DR,"5900 Porto Alegre Dr, San Jose, CA 95120, USA",37.2396467,-121.8774501
00 BLOCK S FIRST ST,"S 1st St, San Jose, CA 95113, USA",37.333453,-121.8884913
EASTRIDGE DR / MT PLEASANT RD,"Mt Pleasant Rd & Eastridge Dr, San Jose, CA 95148, USA",37.3511363,-121.7978217
ST ELIZABETH/ STOKES,"Stokes St & St Elizabeth Dr, San Jose, CA 95126, USA",37.3042097,-121.917205
ST ELIZABETH/STOKES,"Stokes St & St Elizabeth Dr, San Jose, CA 95126, USA",37.3042097,-121.917205
E TASMAN DR / BAYPOINTE DR,"E Tasman Dr & Baypointe Pkwy, San Jose, CA 95134, USA",37.4108828,-121.9410841
CARNELIAN DR / CRUCERO DR,"Carnelian Dr & Crucero Dr, San Jose, CA 95122, USA",37.331774,-121.8457116
ISENGARD CT/ERNWOOD CT,,,
DOYLE RD / BRENTON AV,"Doyle Rd & Brenton Ave, San Jose, CA 95129, USA",37.303688,-121.9901452
100 BLOCK S MORRISON AV,"100 S Morrison Ave, San Jose, CA 95126, USA",37.3288291,-121.908503
10100 BLOCK RYAN ST,"10100 Ryan St, San Jose, CA 95127, USA",37.3560659,-121.8148749
2600 BLOCK PLAZA AMERICAS,"2600 Plaza Americas, San Jose, CA 95132, USA",37.4041502,-121.8791614
DAVENPORT DR / LOES WY,"Davenport Dr & Loes Way, San Jose, CA 95127, USA",37.3673627,-121.8112016
KEYS ST / SENTER RD,"Keyes St & Senter Rd, San Jose, CA 95112, USA",37.3256773,-121.8656671
2800 BLOCK OAKMILL CT,"2800 Oakmill Ct, San Jose, CA 95121, USA",37.3053333,-121.8294723
2900 BLOCK RIVER ROCK CT,"River Rock Ct, San Jose, CA 95136, USA",37.2776387,-121.8536387
1800 BLOCK KEESLING AV,"1800 Keesling Ave, San Jose, CA 95125, USA",37.2951097,-121.9178214
600 BLOCK LISA WY,"600 Lisa Way, Campbell, CA 95008, USA",37.2961277,-121.9615975
TULLY RD/ GALLESTON,"Tully Rd & Galveston Ave, San Jose, CA 95122, USA",37.3115067,-121.8423563
3600 BLOCK PEARL AV,"3600 Pearl Ave, San Jose, CA 95136, USA",37.2729947,-121.8693759
DICKENS/COOPER,"Cooper Ave & Dickens Ave, San Jose, CA 95124, USA",37.2463029,-121.9373259
MANTIS DR / NORWOOD AV,"Mantis Dr & Norwood Ave, San Jose, CA 95148, USA",37.3315154,-121.7839884
N 14TH ST/E ST JOHN,"E St John St & N 14th St, San Jose, CA 95112, USA",37.3440224,-121.8782931
CAPITOL EX /,,,
WENTWORTH WY/ BURN LN,"Wentworth Way, San Jose, CA 95121, USA",37.2922891,-121.8109073
ROOSEVELT PARK /E SANTA CLARA,"Roosevelt Park, S 20th St, San Jose, CA 95116, USA",37.345623,-121.8736944
EL CAMINO REAL / THE ALAMEDA,"El Camino Real & The Alameda, Santa Clara, CA 95053, USA",37.3452711,-121.9336351
VISTA ROMA WY / VISTAPARK DR,"Vista Roma Way & Vistapark Dr, San Jose, CA 95136, USA",37.2754425,-121.8499515
700 BLOCK BEAVER CREEK,"700 Beaver Creek Way, San Jose, CA 95133, USA",37.376316,-121.8570882
BASCOM AV/ HAMILTON AV,"S Bascom Ave & Hamilton Ave, Campbell, CA 95008, USA",37.2944271,-121.9317945
00 BLOCK VINE ST,"Vine St, San Jose, CA, USA",37.318742,-121.8835102
HUMBOLT/ALMADEN,"W Humboldt St & Almaden Ave, San Jose, CA 95110, USA",37.3162025,-121.8801946
2300 BLOCK TULIP RD,"2300 Tulip Rd, San Jose, CA 95128, USA",37.3363095,-121.9436601
1400 BLOCK HAMILTON WY,"1400 Hamilton Way, San Jose, CA 95125, USA",37.2951767,-121.9051755
FRENCH CT / PHINNEY WY,"French Ct & Phinney Way, San Jose, CA 95139, USA",37.222488,-121.7646328
1100 BLOCK SHORTRIDGE AV,"1100 Shortridge Ave, San Jose, CA 95116, USA",37.346243,-121.8669671
600 BLOCK ALAMO DR,"600 Alamo Dr, San Jose, CA 95123, USA",37.2466753,-121.8427018
2000 BLOCK SIERRA WOOD DR,"2000 Sierra Wood Dr, San Jose, CA 95132, USA",37.4080096,-121.8792847
1900 BLOCK CABANA DR,"1900 Cabana Dr, San Jose, CA 95125, USA",37.2874559,-121.9203329
MILL POND DR/HY 87,,,
COYOTE CREEK/LA RIGGIONE,,,
LA BARBERADA / SOUTHWEST EXP,"Southwest Expy & La Barbera Dr, San Jose, CA 95126, USA",37.3083638,-121.919897
100 BLOCK SILVER LEAF RD,"Silver Leaf Rd, San Jose, CA 95138, USA",37.2492953,-121.7852776
1400 BLOCK STOKES ST,"1400 Stokes St, San Jose, CA 95126, USA",37.3042093,-121.9172071
CALAVERAS AV / PARK AV,"Calaveras Ave & Park Ave, San Jose, CA 95126, USA",37.3305335,-121.9199425
DARBYS CT/SANBORN,"Darby Ct & Sanborn Ave, San Jose, CA 95110, USA",37.312875,-121.8733483
6500 BLOCK ALYSSA DR,"6500 Alyssa Dr, San Jose, CA 95138, USA",37.2504353,-121.7696218
LUCRETIA AV / CHAPEL HILL WY,"Lucretia Ave & Chapel Hill Way, San Jose, CA 95122, USA",37.3206719,-121.8480848
MERCER COUNTY CORRECTIONAL CEN/NJ,,,
VIA REGGIO CT / LAKEWOOD DR,"Via Reggio Ct & Lakewood Dr, San Jose, CA 95132, USA",37.4045774,-121.8810649
500 BLOCK CITYSCAPE PL,"500 Cityscape Pl, San Jose, CA 95136, USA",37.2772704,-121.8581091
3100 BLOCK JENNIFER WY,"3100 Jennifer Way, San Jose, CA 95124, USA",37.2663211,-121.9303022
HARTOG DR / JUNCTION AV,"Junction Ave & Hartog Dr, San Jose, CA 95131, USA",37.3812717,-121.9099565
700 BLOCK REGENT PARK DR,"700 Regent Park Dr, San Jose, CA 95123, USA",37.2529218,-121.8499613
200 BLOCK KING RD,"200 King Rd, San Jose, CA 95116, USA",37.3495737,-121.8522857
4900 BLOCK GENTIAN CT,"4900 Gentian Ct, San Jose, CA 95111, USA",37.2676314,-121.819193
S 3RD ST/SANTA CLARA,"E Santa Clara St & N 3rd St, San Jose, CA 95113, USA",37.3371729,-121.8885004
1100 BLOCK FORMOSA RIDGE DR,"1100 Formosa Ridge Dr, San Jose, CA 95127, USA",37.359797,-121.8117893
INDULTRIAL / E GISH,"E Gish Rd, San Jose, CA, USA",37.3666678,-121.9022466
5800 BLOCK CADIZ DR,"5800 Cadiz Dr, San Jose, CA 95123, USA",37.2446647,-121.8529949
LINDMUIR DR / ERINWOOD CT,"Lindmuir Dr & Erinwood Ct, San Jose, CA 95121, USA",37.3003225,-121.817342
BACHMAN / UNIVERSITY AVE,"University Ave, San Jose, CA, USA",37.3372699,-121.9252327
3300 BLOCK GAWAIN DR,"3300 Gawain Dr, San Jose, CA 95127, USA",37.38255669999999,-121.8350182
2700 BLOCK GLEN AMADOR CT,"2700 Glen Amador Ct, San Jose, CA 95148, USA",37.3276224,-121.806496
CARPENTER/MERRIT,"San Jose, CA, USA",37.33874,-121.8852525
3400 BLOCK N 1ST ST,"3400 N First St, San Jose, CA 95134, USA",37.4024842,-121.939791
BLOSSOM HILL RD/SB HWY 101 ON RAMP,,,
3900 BLOCK RIVERMARK PLAZA,"3900 Rivermark Plaza, Santa Clara, CA 95054, USA",37.3944288,-121.9454542
3500 BLOCK SUNCREST AV,"3500 Suncrest Ave, San Jose, CA 95132, USA",37.39850819999999,-121.8384872
600 BLOCK KEYES ST,"600 Keyes St, San Jose, CA 95112, USA",37.3255505,-121.8659421
FOXWORTHY AV / YUCCA AV,"Foxworthy Ave & Yucca Ave, San Jose, CA 95124, USA",37.2701959,-121.9077844
WILLIAMS ST / WILLIS,"Willis Ave & W William St, San Jose, CA 95125, USA",37.3222198,-121.8951533
700 BLOCK MORSE ST,"700 Morse St, San Jose, CA 95126, USA",37.3364944,-121.9208101
BRIARWOOD DR / WAWONA DR,"Briarwood Dr & Wawona Dr, San Jose, CA 95125, USA",37.2736909,-121.9022862
CYPRESS AVE/ CONSTANCE DR,"Cypress Ave & Constance Dr, San Jose, CA 95117, USA",37.3168552,-121.9598039
2300 BLOCK NEWHALL ST,"2300 Newhall St, San Jose, CA 95128, USA",37.3377057,-121.9435862
LOUMINA DR/SENTER RD,"Senter Rd & Loumena Ln, San Jose, CA 95111, USA",37.2957061,-121.8356738
1900 BLOCK HOSTETTER RD,"1900 Hostetter Rd, San Jose, CA 95131, USA",37.3892721,-121.8807299
00 BLOCK HARRIET AV,"Harriet Ave, San Jose, CA 95127, USA",37.3688586,-121.8238384
SIDLAW CT / BRANHAM LN,"Branham Ln & Sidlaw Ct, San Jose, CA 95136, USA",37.2658607,-121.8544784
5800 BLOCK JARVIS AV,"5800 Jarvis Ave, San Jose, CA 95118, USA",37.2532876,-121.8858062
2500 BLOCK ORINDA DR,"2500 Orinda Dr, San Jose, CA 95121, USA",37.3083304,-121.7950042
OAKLAND RD / FAULSTICHT,"Old Oakland Rd, San Jose, CA, USA",37.3821164,-121.8956626
3300 BLOCK CADILLAC DR,"3300 Cadillac Dr, San Jose, CA 95117, USA",37.2964867,-121.9556561
MONTEREY RD/E EDMUNDSON AV,"E Edmundson Ave & Monterey Rd, Morgan Hill, CA 95037, USA",37.1144195,-121.6438311
2500 BLOCK MIRANDA DR,"Miranda Dr, San Jose, CA 95134, USA",37.4055099,-121.9400585
2100 BLOCK SARASOTA WY,"2100 Sarasota Way, San Jose, CA 95122, USA",37.3252485,-121.8341705
SANTEE RIVER CT / LONE BLUFF WY,"Lone Bluff Way & Santee River Ct, San Jose, CA 95111, USA",37.2987025,-121.8337638
N 13TH ST / JACKSON AVE,"Jackson St & N 13th St, San Jose, CA 95112, USA",37.3528581,-121.8861699
2500 BLOCK GLEN DUNDEE CT,"2500 Glen Dundee Ct, San Jose, CA 95148, USA",37.3305733,-121.804756
